name,gsis_id,rank,team,position,fumbles,pass_att,pass_comp,pass_ints,pass_tds,pass_2_pt,pass_yards,receptions,rec_tds,rec_2_pt,rec_yards,rush_att,rush_tds,rush_2_pt,rush_yards,kick_ret_tds,punt_ret_tds,fg_made_yards,made_pat,miss_pat,made_0_19,miss_0_19,made_20_29,miss_20_29,made_30_39,miss_30_39,made_40_49,miss_40_49,made_50_plus,miss_50_pluis,sacks,interceptions,fum_rec,safeties,def_tds,return_tds,pts_allowed
C.Ogbonnaya,00-0027140,,CLE,RB,2,,,,,,,48,2,0,343,48,0,0,239,,,,,,,,,,,,,,,,,,,,,,
W.McGahee,00-0022178,,CLE,RB,1,,,,,,,8,0,0,20,138,2,0,377,,,,,,,,,,,,,,,,,,,,,,
P.Tanner,00-0028613,,DAL,RB,0,,,,,,,3,0,0,33,9,1,0,12,,,,,,,,,,,,,,,,,,,,,,
M.Leshoure,00-0027995,,DET,RB,,,,,,,,,,,,2,0,0,9,,,,,,,,,,,,,,,,,,,,,,
M.Hill,00-0030320,,GB,RB,,,,,,,,2,0,0,23,9,0,0,23,0,,,,,,,,,,,,,,,,,,,,,
J.Franklin,00-0030078,,GB,RB,1,,,,,,,4,0,0,30,19,1,0,107,0,,,,,,,,,,,,,,,,,,,,,
D.Johnson,00-0030236,,HOU,RB,,,,,,,,8,0,0,46,49,0,0,183,0,,,,,,,,,,,,,,,,,,,,,
V.Ballard,00-0029547,,IND,RB,,,,,,,,1,0,0,-5,13,0,0,63,,,,,,,,,,,,,,,,,,,,,,
K.Williams,00-0030117,,IND,RB,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
R.Hughes,00-0028345,,IND,RB,,,,,,,,1,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Rainey,00-0029140,,IND,RB,0,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
C.Gray,00-0029298,,KC,RB,0,,,,,,,7,0,0,46,9,0,0,24,,,,,,,,,,,,,,,,,,,,,,
M.Thigpen,00-0026577,,MIA,RB,0,,,,,,,7,1,0,93,6,0,0,18,0,0,,,,,,,,,,,,,,,,,,,,
J.Banyard,00-0029048,,MIN,RB,,,,,,,,1,0,0,11,,,,,0,,,,,,,,,,,,,,,,,,,,,
L.Washington,00-0024332,,NE,RB,0,,,,,,,,,,,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,
M.Cox,00-0030128,,NYG,RB,0,,,,,,,3,0,0,12,22,0,0,43,0,,,,,,,,,,,,,,,,,,,,,
B.Jacobs,00-0023545,,NYG,RB,1,,,,,,,2,0,0,13,58,4,0,238,,,,,,,,,,,,,,,,,,,,,,
A.Green,00-0028034,,NYJ,RB,,,,,,,,2,0,0,8,11,0,0,35,0,,,,,,,,,,,,,,,,,,,,,
M.Goodson,00-0027080,,NYJ,RB,,,,,,,,2,0,0,19,7,0,0,61,,,,,,,,,,,,,,,,,,,,,,
J.Olawale,00-0029492,,OAK,RB,,,,,,,,7,0,0,63,2,0,0,6,0,,,,,,,,,,,,,,,,,,,,,
I.Redman,00-0026566,,PIT,RB,1,,,,,,,4,0,0,14,11,0,0,13,,,,,,,,,,,,,,,,,,,,,,
L.Stephens-Howling,00-0026956,,PIT,RB,,,,,,,,2,0,0,11,6,0,0,19,0,,,,,,,,,,,,,,,,,,,,,
F.Jones,00-0026162,,PIT,RB,1,,,,,,,9,0,0,63,48,0,0,184,0,,,,,,,,,,,,,,,,,,,,,
S.Ware,00-0030414,,SEA,RB,,,,,,,,,,,,3,0,0,10,,,,,,,,,,,,,,,,,,,,,,
K.Hunter,00-0028053,,SF,RB,1,,,,,,,2,0,0,13,78,3,0,358,0,,,,,,,,,,,,,,,,,,,,,
A.Dixon,00-0027772,,SF,RB,,,,,,,,3,0,0,30,28,2,0,56,0,,,,,,,,,,,,,,,,,,,,,
D.Richardson,00-0029612,,STL,RB,0,,,,,,,14,0,0,121,69,0,0,215,,,,,,,,,,,,,,,,,,,,,,
I.Pead,00-0029626,,STL,RB,,,,,,,,11,0,0,78,7,0,0,21,0,,,,,,,,,,,,,,,,,,,,,
C.Reynolds,00-0028795,,STL,RB,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
J.Battle,00-0025701,,TEN,RB,,,,,,,,4,0,0,36,36,1,0,142,0,,,,,,,,,,,,,,,,,,,,,
E.Royster,00-0028115,,WAS,RB,,,,,,,,1,0,0,3,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,
J.Dray,00-0027825,,ARI,TE,1,,,,,,,26,2,0,215,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Housler,00-0028007,,ARI,TE,0,,,,,,,39,1,0,454,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Ballard,00-0027259,,ARI,TE,,,,,,,,7,2,0,75,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Toilolo,00-0030443,,ATL,TE,,,,,,,,11,2,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Gonzalez,00-0006101,,ATL,TE,,,,,,,,82,8,1,847,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Dickson,00-0027675,,BAL,TE,,,,,,,,25,1,0,273,,,,,0,,,,,,,,,,,,,,,,,,,,,
D.Clark,00-0022165,,BAL,TE,,,,,,,,31,3,0,343,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Chandler,00-0025516,,BUF,TE,1,,,,,,,53,2,0,655,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Smith,00-0028097,,BUF,TE,,,,,,,,5,0,0,78,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Gragg,00-0030049,,BUF,TE,,,,,,,,5,1,0,53,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Brockel,00-0027583,,CAR,TE,1,,,,,,,1,0,0,12,1,0,0,1,,0,,,,,,,,,,,,,,,,,,,,
D.Rosario,00-0025542,,CHI,TE,,,,,,,,1,0,0,13,,,,,0,,,,,,,,,,,,,,,,,,,,,
Al.Smith,00-0023506,,CIN,TE,0,,,,,,,3,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,
O.Charles,00-0029414,,CIN,TE,,,,,,,,1,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Barnidge,00-0026281,,CLE,TE,,,,,,,,13,2,0,127,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Gray,00-0029878,,CLE,TE,,1,0,1,0,0,0,2,0,0,8,6,0,0,43,,,,,,,,,,,,,,,,,,,,,,
J.Hanna,00-0029634,,DAL,TE,,,,,,,,12,0,0,73,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Smith,00-0028353,,DAL,TE,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
V.Green,00-0028142,,DEN,TE,,,,,,,,9,0,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Dickerson,00-0027819,,DET,TE,,,,,,,,2,0,0,34,,,,,0,,,,,,,,,,,,,,,,,,,,,
T.Scheffler,00-0024276,,DET,TE,,,,,,,,7,0,0,82,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Taylor,00-0028156,,GB,TE,0,,,,,,,6,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Bostick,00-0029601,,GB,TE,,,,,,,,7,1,0,120,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Stoneburner,00-0030272,,GB,TE,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
J.Finley,00-0026231,,GB,TE,,,,,,,,25,3,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Doyle,00-0030181,,IND,TE,,,,,,,,5,0,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Saunders,00-0028270,,IND,TE,,,,,,,,4,0,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Cunningham,00-0030129,,IND,TE,,,,,,,,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Harbor,00-0027725,,JAX,TE,1,,,,,,,24,2,0,292,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Reisner,00-0028267,,JAX,TE,,,,,,,,5,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Lewis,00-0024243,,JAX,TE,1,,,,,,,25,4,0,359,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Fasano,00-0024268,,KC,TE,0,,,,,,,23,3,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,
S.McGrath,00-0029391,,KC,TE,,,,,,,,26,2,0,302,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Brock,00-0026699,,KC,TE,,,,,,,,3,0,0,36,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Gordon,00-0028119,,KC,TE,,,,,,,,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Sims,00-0030422,,MIA,TE,,,,,,,,6,1,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Egnew,00-0029694,,MIA,TE,,,,,,,,7,0,0,69,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Carlson,00-0026178,,MIN,TE,1,,,,,,,32,1,0,344,,,,,0,,,,,,,,,,,,,,,,,,,,,
C.Ford,00-0029432,,MIN,TE,,,,,,,,11,0,0,133,,,,,0,,,,,,,,,,,,,,,,,,,,,
R.Ellison,00-0029587,,MIN,TE,,,,,,,,5,1,0,61,,,,,0,,,,,,,,,,,,,,,,,,,,,
M.Hoomanawanui,00-0027732,,NE,TE,,,,,,,,12,1,0,136,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Mulligan,00-0026008,,NE,TE,0,,,,,,,2,1,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Watson,00-0022943,,NO,TE,,,,,,,,19,2,0,226,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hill,00-0030216,,NO,TE,,,,,,,,6,1,0,44,1,0,0,-8,,,,,,,,,,,,,,,,,,,,,,
B.Myers,00-0027135,,NYG,TE,,,,,,,,47,4,0,522,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Donnell,00-0028838,,NYG,TE,0,,,,,,,3,0,0,31,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Pascoe,00-0026931,,NYG,TE,,,,,,,,12,0,0,81,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,
J.Cumberland,00-0027321,,NYJ,TE,0,,,,,,,26,4,0,398,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Winslow,00-0022922,,NYJ,TE,,,,,,,,31,2,0,388,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Rivera,00-0030514,,OAK,TE,0,,,,,,,38,4,0,407,,,,,0,,,,,,,,,,,,,,,,,,,,,
J.Mastrud,00-0027445,,OAK,TE,0,,,,,,,6,0,0,88,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Kasa,00-0030512,,OAK,TE,,,,,,,,1,1,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Celek,00-0025549,,PHI,TE,1,,,,,,,32,6,0,502,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Casey,00-0027109,,PHI,TE,,,,,,,,3,0,0,31,,,,,0,,,,,,,,,,,,,,,,,,,,,
D.Johnson,00-0026957,,PIT,TE,,,,,,,,4,0,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Paulson,00-0029218,,PIT,TE,1,,,,,,,6,0,0,102,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Palmer,00-0027202,,PIT,TE,,,,,,,,1,0,0,8,,,,,0,,,,,,,,,,,,,,,,,,,,,
M.Spaeth,00-0025464,,PIT,TE,,,,,,,,1,1,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Phillips,00-0027139,,SD,TE,,,,,,,,4,0,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,
Z.Miller,00-0025425,,SEA,TE,,,,,,,,33,5,0,387,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Willson,00-0030089,,SEA,TE,,,,,,,,19,1,0,257,,,,,0,,,,,,,,,,,,,,,,,,,,,
K.Davis,00-0026298,,SEA,TE,,,,,,,,3,1,0,32,,,,,0,,,,,,,,,,,,,,,,,,,,,
V.McDonald,00-0030470,,SF,TE,,,,,,,,8,0,0,119,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Dobbs,00-0028479,,SF,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Celek,00-0028903,,SF,TE,0,,,,,,,2,0,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Kendricks,00-0027985,,STL,TE,,,,,,,,32,4,0,258,,,,,,,,,,,,,,,,,,,,,,,,,,
M.McNeill,00-0028651,,STL,TE,,,,,,,,1,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Harkey,00-0028958,,STL,TE,,,,,,,,13,2,0,113,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Wright,00-0029910,,TB,TE,,,,,,,,54,5,0,571,1,0,0,2,,,,,,,,,,,,,,,,,,,,,,
T.Crabtree,00-0026878,,TB,TE,,,,,,,,4,1,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Thompson,00-0029590,,TEN,TE,,,,,,,,3,1,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Stevens,00-0026225,,TEN,TE,,,,,,,,2,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Shiancoe,00-0022054,,TEN,TE,,,,,,,,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Paulsen,00-0027215,,WAS,TE,2,,,,,,,28,3,0,267,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Paul,00-0028093,,WAS,TE,0,,,,,,,4,0,0,51,,,,,0,,,,,,,,,,,,,,,,,,,,,
J.Brown,00-0030300,,ARI,WR,,,,,,,,10,1,0,127,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Taylor,00-0028606,,ARI,WR,,,,,,,,22,1,0,229,,,,,0,,,,,,,,,,,,,,,,,,,,,
B.Golden,00-0029336,,ARI,WR,,,,,,,,4,0,0,136,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Williams,00-0027853,,ARI,WR,,,,,,,,1,0,0,51,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Cone,00-0028792,,ATL,WR,,,,,,,,1,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Davis,00-0028307,,ATL,WR,,,,,,,,12,2,0,216,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Johnson,00-0029778,,ATL,WR,1,,,,,,,22,1,0,210,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Jones,00-0025460,,BAL,WR,,,,,,,,37,2,0,455,2,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,
T.Doss,00-0028061,,BAL,WR,1,,,,,,,19,0,0,305,,,,,,1,,,,,,,,,,,,,,,,,,,,
D.Thompson,00-0029388,,BAL,WR,,,,,,,,10,0,0,96,,,,,0,,,,,,,,,,,,,,,,,,,,,
B.Stokley,00-0015754,,BAL,WR,,,,,,,,13,0,0,115,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Graham,00-0029660,,BUF,WR,1,,,,,,,23,2,0,361,4,0,0,14,0,,,,,,,,,,,,,,,,,,,,,
M.Goodwin,00-0030068,,BUF,WR,1,,,,,,,17,3,0,283,3,0,0,13,0,,,,,,,,,,,,,,,,,,,,,
M.Easley,00-0027708,,BUF,WR,,,,,,,,2,0,0,13,,,,,0,,,,,,,,,,,,,,,,,,,,,
C.Hogan,00-0028237,,BUF,WR,,,,,,,,10,0,0,83,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Hester,00-0024272,,CHI,WR,1,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,
E.Weems,00-0024535,,CHI,WR,0,,,,,,,1,0,0,8,,,,,0,,,,,,,,,,,,,,,,,,,,,
M.Wilson,00-0030047,,CHI,WR,,,,,,,,2,0,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Bennett,00-0026210,,CHI,WR,,,,,,,,32,4,1,243,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Tate,00-0027057,,CIN,WR,0,,,,,,,1,0,0,6,,,,,0,0,,,,,,,,,,,,,,,,,,,,
D.Sanzenbacher,00-0028352,,CIN,WR,,,,,,,,6,0,0,61,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Benjamin,00-0029269,,CLE,WR,1,,,,,,,5,0,0,105,1,0,0,45,0,1,,,,,,,,,,,,,,,,,,,,
A.Edwards,00-0027692,,CLE,WR,,,,,,,,1,0,0,10,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,
J.Cooper,00-0028930,,CLE,WR,,,,,,,,9,0,0,60,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Bess,00-0026000,,CLE,WR,1,,,,,,,42,2,1,362,,,,,,0,,,,,,,,,,,,,,,,,,,,
D.Harris,00-0028114,,DAL,WR,1,,,,,,,9,2,0,80,1,0,0,6,0,1,,,,,,,,,,,,,,,,,,,,
A.Caldwell,00-0026237,,DEN,WR,,,,,,,,16,3,0,200,1,0,0,7,0,,,,,,,,,,,,,,,,,,,,,
K.Durham,00-0028045,,DET,WR,1,,,,,,,38,2,0,490,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Edwards,00-0029227,,DET,WR,,,,,,,,5,0,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Spurlock,00-0023968,,DET,WR,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
R.Broyles,00-0029209,,DET,WR,,,,,,,,8,0,0,85,,,,,,0,,,,,,,,,,,,,,,,,,,,
J.Ross,00-0028249,,GB,WR,1,,,,,,,6,1,0,67,2,0,0,40,1,1,,,,,,,,,,,,,,,,,,,,
M.White,00-0030274,,GB,WR,,,,,,,,9,0,0,66,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Martin,00-0029415,,HOU,WR,1,,,,,,,22,2,0,253,,,,,0,1,,,,,,,,,,,,,,,,,,,,
D.Posey,00-0029673,,HOU,WR,,,,,,,,15,0,0,155,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Jean,00-0028542,,HOU,WR,,,,,,,,3,0,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Whalen,00-0029033,,IND,WR,,,,,,,,24,2,0,259,,,,,0,0,,,,,,,,,,,,,,,,,,,,
D.Reed,00-0027755,,IND,WR,,,,,,,,1,0,0,2,,,,,0,,,,,,,,,,,,,,,,,,,,,
L.Brazill,00-0029548,,IND,WR,0,,,,,,,12,2,0,161,,,,,0,0,,,,,,,,,,,,,,,,,,,,
D.Rogers,00-0030043,,IND,WR,,,,,,,,14,2,0,192,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
M.Brown,00-0029155,,JAX,WR,1,,,,,,,32,2,0,446,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Sanders,00-0030550,,JAX,WR,,1,1,0,1,0,21,51,1,0,484,3,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,
J.Blackmon,00-0029707,,JAX,WR,,,,,,,,29,1,0,415,1,0,0,-1,,,,,,,,,,,,,,,,,,,,,,
L.Thomas,00-0029856,,JAX,WR,,,,,,,,2,0,0,31,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hemingway,00-0029311,,KC,WR,1,,,,,,,13,2,0,125,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Jenkins,00-0029654,,KC,WR,,,,,,,,8,0,0,130,2,0,0,6,,,,,,,,,,,,,,,,,,,,,,
B.Gibson,00-0026937,,MIA,WR,,,,,,,,30,3,0,326,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Matthews,00-0029580,,MIA,WR,,,,,,,,40,2,0,445,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Wright,00-0029572,,MIN,WR,0,,,,,,,26,3,0,434,,,,,0,,,,,,,,,,,,,,,,,,,,,
J.Boyce,00-0030474,,NE,WR,,,,,,,,9,0,0,121,,,,,0,,,,,,,,,,,,,,,,,,,,,
M.Slater,00-0026293,,NE,WR,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
A.Collie,00-0027092,,NE,WR,,,,,,,,6,0,0,63,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Meachem,00-0025414,,NO,WR,,,,,,,,16,2,0,324,2,0,0,-1,,,,,,,,,,,,,,,,,,,,,,
N.Toon,00-0029667,,NO,WR,,,,,,,,4,0,0,68,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Murphy,00-0027089,,NYG,WR,1,,,,,,,6,1,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Hill,00-0028995,,NYJ,WR,1,,,,,,,24,1,0,342,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Gates,00-0028049,,NYJ,WR,,,,,,,,12,0,0,122,,,,,0,,,,,,,,,,,,,,,,,,,,,
D.Nelson,00-0027322,,NYJ,WR,,,,,,,,36,2,0,423,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Salas,00-0028050,,NYJ,WR,,,,,,,,8,0,0,143,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Hakim,00-0029006,,NYJ,WR,,,,,,,,,,,,2,0,0,-3,,,,,,,,,,,,,,,,,,,,,,
S.Holmes,00-0024240,,NYJ,WR,,,,,,,,23,1,0,456,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Cribbs,00-0023176,,NYJ,WR,,3,2,0,0,0,38,2,0,0,6,13,0,0,55,0,0,,,,,,,,,,,,,,,,,,,,
B.Butler,00-0030516,,OAK,WR,0,,,,,,,9,0,0,103,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Ford,00-0027709,,OAK,WR,1,,,,,,,13,0,0,98,5,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,
J.Criner,00-0029702,,OAK,WR,,,,,,,,3,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Jenkins,00-0030370,,OAK,WR,1,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
D.Johnson,00-0029435,,PHI,WR,1,,,,,,,2,0,0,14,,,,,0,0,,,,,,,,,,,,,,,,,,,,
J.Maehl,00-0028543,,PHI,WR,,,,,,,,4,1,0,67,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Smith,00-0024318,,PHI,WR,0,1,0,0,0,0,0,2,0,0,27,2,0,0,2,0,,,,,,,,,,,,,,,,,,,,,
D.Moye,00-0029108,,PIT,WR,,,,,,,,2,1,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Hawkins,00-0026266,,SD,WR,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
S.Ajirotutu,00-0027581,,SD,WR,,,,,,,,3,1,0,64,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Rice,00-0025431,,SEA,WR,1,,,,,,,15,3,0,231,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Lockette,00-0028442,,SEA,WR,,,,,,,,6,0,0,97,1,0,0,-2,,,,,,,,,,,,,,,,,,,,,,
K.Williams,00-0027608,,SF,WR,0,,,,,,,12,0,0,113,2,0,0,23,0,0,,,,,,,,,,,,,,,,,,,,
Q.Patton,00-0030450,,SF,WR,,,,,,,,3,0,0,34,1,0,0,26,0,,,,,,,,,,,,,,,,,,,,,
J.Baldwin,00-0027964,,SF,WR,,,,,,,,3,0,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Osgood,00-0021570,,SF,WR,0,,,,,,,1,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Manningham,00-0026235,,SF,WR,,,,,,,,9,0,0,85,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Quick,00-0029640,,STL,WR,,,,,,,,18,2,0,302,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Pettis,00-0028016,,STL,WR,0,,,,,,,38,4,0,399,,,,,,0,,,,,,,,,,,,,,,,,,,,
S.Bailey,00-0030532,,STL,WR,,,,,,,,17,0,0,226,2,1,0,33,0,,,,,,,,,,,,,,,,,,,,,
J.Veltung,00-0030467,,STL,WR,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
K.Ogletree,00-0026780,,TB,WR,,,,,,,,21,2,0,269,,,,,0,,,,,,,,,,,,,,,,,,,,,
E.Page,00-0029098,,TB,WR,2,,,,,,,4,0,0,68,2,0,0,14,0,0,,,,,,,,,,,,,,,,,,,,
C.Owusu,00-0028905,,TB,WR,,,,,,,,13,0,0,114,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Underwood,00-0027156,,TB,WR,,,,,,,,24,4,0,440,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Dawson,00-0029868,,TB,WR,0,,,,,,,2,0,0,12,2,0,0,15,0,0,,,,,,,,,,,,,,,,,,,,
D.Williams,00-0027893,,TEN,WR,1,,,,,,,15,0,0,178,,,,,0,0,,,,,,,,,,,,,,,,,,,,
M.Preston,00-0028362,,TEN,WR,,,,,,,,5,2,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Wylie,00-0029274,,TEN,WR,1,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
S.Moss,00-0020494,,WAS,WR,2,,,,,,,42,2,0,452,3,0,0,25,0,0,,,,,,,,,,,,,,,,,,,,
J.Morgan,00-0026314,,WAS,WR,0,,,,,,,21,0,0,223,1,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,
L.Hankerson,00-0028017,,WAS,WR,,,,,,,,30,3,0,375,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Robinson,00-0028116,,WAS,WR,,,,,,,,18,2,0,365,3,0,0,-4,,,,,,,,,,,,,,,,,,,,,,
N.Williams,00-0029848,,WAS,WR,0,,,,,,,3,0,1,15,,,,,0,0,,,,,,,,,,,,,,,,,,,,
